This test runs the WebGL Test listed below in an iframe and reports PASS or FAIL.

Test: ../../resources/webgl_test_files/conformance2/attribs/gl-vertex-attrib.html
[ 1: PASS ] context exists
[ 2: PASS ] gl.getVertexAttrib(0, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1231: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 9
[ 1232: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1233: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1234: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1235: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1236: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1237: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1238: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1239: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1240: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1241: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1242: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1243: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1244: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1245: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1246: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1247: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1248: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] should be 1. Was 6.
[ 1249: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1250: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] should be -1. Was 8.
[ 1251: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1252: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1253: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1254: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1255: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1256: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1257: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1258: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1259: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] should be 2. Was 7.
[ 1260: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1261: FAIL ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1262: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1263: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1264: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1265: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1266: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1267: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1268: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is -1
[ 1269: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1270: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1271: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1272: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1273: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1274: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1275: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1276: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1277: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1278: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1279: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1280: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1281: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1282: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1283: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1284: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1285: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1286: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1287: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1288: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1289: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1290: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1291: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1292: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1293: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1294: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1295: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1296: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1297: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1298: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1299: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1300: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is -3
[ 1301: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1302: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1303: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 5
[ 1304: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1305: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1306: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1307: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1308: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1309: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1310: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1311: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1312: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1313: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 7
[ 1314: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 8
[ 1315: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 9
[ 1316: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1317: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1318: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1319: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1320: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] is 8
[ 1321: PASS ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] is 9
[ 1322: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1323: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1324: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1325: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1326: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1327: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1328: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1329: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1330: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1331: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1332: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1333: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1334: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1335: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1336: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1337: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1338: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] should be 1. Was 6.
[ 1339: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1340: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] should be -1. Was 8.
[ 1341: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1342: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1343: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1344: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1345: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1346: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1347: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1348: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1349: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[1] should be 2. Was 7.
[ 1350: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1351: FAIL ] gl.getVertexAttrib(14, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1352: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1353: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1354: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1355: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1356: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1357: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1358: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is -1
[ 1359: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1360: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1361: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1362: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1363: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1364: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1365: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1366: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1367: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1368: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1369: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1370: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1371: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1372: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1373: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1374: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1375: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1376: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1377: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1378: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1379: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1380: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1381: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1382: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1383: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1384: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1385: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1386: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1387: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1388: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1389: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1390: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is -3
[ 1391: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1392: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1393: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 5
[ 1394: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1395: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1396: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1397: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1398: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1399: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1400: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1401: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1402: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1403: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 7
[ 1404: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 8
[ 1405: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 9
[ 1406: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1407: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1408: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1409: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1410: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] is 8
[ 1411: PASS ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] is 9
[ 1412: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1413: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1414: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1415: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1416: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1417: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1418: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1419: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1420: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1421: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1422: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1423: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1424: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1425: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1426: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1427: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1428: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] should be 1. Was 6.
[ 1429: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1430: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] should be -1. Was 8.
[ 1431: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1432: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1433: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1434: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1435: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1436: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1437: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1438: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1439: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[1] should be 2. Was 7.
[ 1440: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1441: FAIL ] gl.getVertexAttrib(15, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1442: PASS ] getError was expected value: NO_ERROR :
[ 1443: PASS ] getError was expected value: INVALID_VALUE :
[ 1444: PASS ] getError was expected value: INVALID_VALUE :
[ 1445: PASS ] getError was expected value: INVALID_VALUE :
[ 1446: PASS ] getError was expected value: INVALID_VALUE :
[ 1447: PASS ] getError was expected value: INVALID_VALUE :
[ 1448: PASS ] getError was expected value: INVALID_VALUE :
[ 1449: PASS ] getError was expected value: INVALID_VALUE :
[ 1450: PASS ] getError was expected value: INVALID_VALUE :
[ 1451: PASS ] getError was expected value: INVALID_VALUE :
[ 1452: PASS ] getError was expected value: INVALID_VALUE :
[ 1453: PASS ] getError was expected value: INVALID_VALUE :
[ 1454: PASS ] getError was expected value: INVALID_VALUE :
[ 1455: PASS ] getError was expected value: INVALID_VALUE :
[ 1456: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1457: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1458: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1459: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1460: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1461: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1462: PASS ] getError was expected value: INVALID_VALUE :
[ 1463: PASS ] getError was expected value: INVALID_VALUE :
[ 1464: PASS ] getError was expected value: INVALID_VALUE :
[ 1465: PASS ] getError was expected value: INVALID_VALUE :
[ 1466: PASS ] getError was expected value: INVALID_VALUE :
[ 1467: PASS ] getError was expected value: INVALID_VALUE :
[ 1468: PASS ] getError was expected value: INVALID_VALUE :
[ 1469: PASS ] getError was expected value: INVALID_VALUE :
[ 1470: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1471: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1472: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1473: FAIL ] getError expected: INVALID_VALUE. Was NO_ERROR :
[ 1474: PASS ] successfullyParsed is true
[ FAIL ] 490 failures reported

